name,category,rating,address,subtypes,type
Taman Budaya Yogyakarta,pusat kebudayaan,4.6,"Jl. Sriwedani No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Cultural center, Concert hall, Event venue",wisata
Vredeburg Fort Museum,museums,4.7,"Jl. Margo Mulyo No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Tourist attraction, Fortress, Natural history museum, History museum",wisata
Situs Pesanggrahan Rejawinangun,attractions,4.4,"Jl. Veteran No.77, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164","Tourist attraction, Historical landmark",wisata
Taman Sari Tourist Village,attractions,4.6,"Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133","Tourist attraction, Historical landmark",wisata
Bentara Budaya Yogyakarta (BBY),attractions,4.6,"Jl. Suroto No.2, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224","Tourist attraction, Art center",wisata
Museum Sonobudoyo Unit I,museums,4.8,"Jl. Pangurakan No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Tourist attraction, Heritage museum, Museum, Art museum",wisata
Keraton Ngayogyakarta Hadiningrat,attractions,4.7,"Jl. Rotowijayan No.1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Tourist attraction, Historical landmark",wisata
Jogja Culture Show,attractions,5.0,"Jl. Tegalturi No.43, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",Tourist attraction,wisata
Embung Giwangan Culture Park,taman hiburan,4.6,"Jl. Tegalturi No.43, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163","Cultural center, Theme park",wisata
Museum Wahanarata,museums,4.7,"Jl. Rotowijayan, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132","Tourist attraction, History museum",wisata
Taman Pintar Yogyakarta,museums,4.5,"Jl. Panembahan Senopati No.1-3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Tourist attraction, Education center, Playground, Recreation center, Science museum",wisata
Keraton Ratu Boko,attractions,4.7,"Jl. Ratu Boko No.2, Gatak, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Tourist attraction,wisata
Prambanan Temple,attractions,4.7,"Jl. Raya Solo - Yogyakarta, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571","Tourist attraction, Historical landmark, Hindu temple",wisata
Titik Nol Kilometer Yogyakarta,attractions,4.8,"Jl. Pangurakan No.1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Tourist attraction, Recreation center",wisata
"Oud Kotagêdé , Tjepoeri - Ruïnes van het Koninklijke Fort Mataram",attractions,4.5,"599X+FHC, Jl. Masjid Besar, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55192","Tourist attraction, Historical landmark",wisata
Taman Budaya ꧋ꦠꦩꦤ꧀ꦧꦸꦣꦪ,attractions,4.7,"59X9+X2R, Ngupasan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55122",Park,wisata
Gereja Sayidan,attractions,4.3,"59W9+HWP, Prawirodirjan, Gondomanan, Yogyakarta City, Special Region of Yogyakarta 55131","Tourist attraction, Historical landmark",wisata
Ramayana Ballet Purawisata,attractions,4.6,"Jl. Brigjen Katamso Jl. Ireda, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152","Tourist attraction, Cultural center, Family restaurant, Indonesian restaurant, Recreation center, Amphitheater, Western restaurant",wisata
Tourism Village Pandeyan,attractions,4.7,"59PP+6F3, Jl. Pandeyan, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",Tourist attraction,wisata
Plengkung Gading,attractions,4.6,"Jl. Patehan Kidul No.4, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Tourist attraction, Historical place",wisata
Goa Cemara Beach,attractions,4.4,"Jl. Rajiman, Patihan, Gadingsari, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763","Tourist attraction, Park",wisata
Kuwaru Beach,attractions,4.1,"Kawaru, Poncosari, Srandakan, Bantul Regency, Special Region of Yogyakarta 55762","Tourist attraction, Public beach",wisata
Pantai Drini,attractions,4.6,"VH6G+RXH, Jl. Drini Tim., Wonosobo, Banjarejo, Kec. Tanjungsari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",Tourist attraction,wisata
Pantai Nguyahan,attractions,4.6,"Pantai ngobaran, Gebang, Kanigoro, Kec. Saptosari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55871",Tourist attraction,wisata
Pantai baru,attractions,4.6,"Jl. Pantai Baru, Ngentak, Poncosari, Kec. Srandakan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55762",Tourist attraction,wisata
Kalasan Temple,attractions,4.6,"6FMC+3WW, Jl. Raya Yogya - Solo, Suryatmajan, Danurejan, Daerah Istimewa Yogyakarta","Buddhist temple, Historical place, Tourist attraction",wisata
Sambisari Temple,attractions,4.6,"Jl. Candi Sambisari, Sambisari, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571","Hindu temple, Historical landmark, Tourist attraction",wisata
Ijo Temple,attractions,4.8,"Jl. Candi Ijo, Kikis, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572","Hindu temple, Tourist attraction",wisata
Candi Donotirto,attractions,4.5,"6936+QFG, Jl. Jogonegaran, Pringgokusuman, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Tourist attraction,wisata
Sari Temple,attractions,4.5,"Jl. Candisari Jl. Raya Solo - Yogyakarta No.107, Bendan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571","Buddhist temple, Tourist attraction",wisata
Perwara Temple,attractions,4.5,"Taman Wisata Candi Prambanan, Jl. Raya Solo - Yogyakarta No.KM.16, Kranggan, Bokoharjo, Kec. Prambanan, Yogyakarta, Jawa Tengah 57454","Hindu temple, Historical landmark, Tourist attraction",wisata
Gebang Temple,pura,4.5,"6CX8+CG7, Jl. Gebang Jl. Jetis Raya, Jetis, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",Hindu temple,wisata
Sewu Temple,attractions,4.7,"Jl. Candi Sewu No.16, Bugisan, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 57454","Buddhist temple, Tourist attraction",wisata
Barong Temple,pura,4.6,"6FFW+PWM, Dusun Candisari, Dowang Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Hindu temple,wisata
Kedulan Temple,attractions,4.6,"7F49+XVG, Kedulan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571","Hindu temple, Tourist attraction",wisata
Bubrah Temple,attractions,4.4,"7F3V+C5F, Taman Martani , Kalasan , Sleman , Daerah Istimewa Yogyakarta, Klurakbaru, Tlogo, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454","Buddhist temple, Tourist attraction",wisata
"PT. Taman Wisata Candi Borobudur, Prambanan & Ratu Boko",attractions,4.8,"Jl. Raya Solo - Yogyakarta No.Km.16, Bogem, Tamanmartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",Tourist attraction,wisata
Banyunibo Temple,attractions,4.6,"Jl. Prambanan - Gayamharjo, Cepit, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572","Buddhist temple, Historical landmark, Place of worship, Tourist attraction",wisata
Shiva Temple,pura,4.5,"Taman Wisata Candi Prambanan, Jl. Candi Sewu, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Hindu temple,wisata
Pura Candi Sari Kalongan ꦦꦸꦫꦕꦤ꧀ꦝꦶꦱꦫꦶ,pura,4.8,"6C7G+V56, Kalongan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hindu temple,wisata
Dawangsari Temple,attractions,4.5,"6FGX+926 Dawang Sari, Dowang Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Jawa Tengah 55572","Buddhist temple, Tourist attraction",wisata
Miri Temple,attractions,4.6,"6GH5+63R, Dawangsari, Dowang Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Tourist attraction,wisata
Plaosan Lor Temple,attractions,4.6,"Jl. Candi Plaosan, Dukuh Plaosan, Bugisan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454","Buddhist temple, Historical landmark, Tourist attraction",wisata
ꦱꦁꦒꦂꦕꦤ꧀ꦝꦶꦱꦥ꧀ꦠꦉꦁꦒꦪꦺꦴꦒꦾꦏꦂꦠ (Sanggar Candi Sapta Rengga Yogyakarta),place of worship,4.7,"59VG+QFR, Wirogunan, Mergangsan, Yogyakarta City, Special Region of Yogyakarta 55151",Place of worship,wisata
Candi Kelir ꦕꦟ꧀ꦝꦶꦏ꧀ꦭꦶꦂ,pura,4.6,"6FXR+59J, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",Hindu temple,wisata
Candi Risan,attractions,4.4,"5QC4+R22, Candi, Candi Rejo, Kec. Semin, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55854","Buddhist temple, Tourist attraction",wisata
Borobudur Temple,attractions,4.7,"Jl. Badrawati, Kw. Candi Borobudur, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah","Buddhist temple, Historical landmark, Place of worship, Tourist attraction",wisata
Miniatur Candi Borobudur,attractions,,"69M4+43M, Kragilan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Tourist attraction,wisata
Sojiwan Temple,vihara,4.6,"Jl. Sojiwan No.12 RT. 03, Kwaron, Kb. Dalem Kidul, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454","Buddhist temple, Historical landmark",wisata
Miniatur Candi Prambanan,attractions,4.0,"69M4+72X, Kragilan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Tourist attraction,wisata
Situs Mantup,hindu temple,4.4,"Jln. Wonosari km.7 Sampangan RT.03, Mantup, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197",Hindu temple,wisata
Tourism Zone Malioboro,attractions,4.7,"Jl. Margo Mulyo Jl. Jend. Ahmad Yani No.106, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Tourist attraction,wisata
Bringin Kembar Yogyakarta,attractions,4.6,"59Q7+67G, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133","Tourist attraction, Historical place",wisata
Tebing Breksi,attractions,4.5,"Jl. Desa Lengkong, RT.02/RW.17, Gn. Sari, Sambirejo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572","Tourist attraction, Ecological park",wisata
Embung Langensari,attractions,4.3,"Jl. Klitren Lor GK 3 No.35, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222","Tourist attraction, City park",wisata
DINO Adventure,attractions,4.2,"Gedung Kotak, Jl. Panembahan Senopati No.1-3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Tourist attraction,wisata
Kampung Wisata Sosromenduran,attractions,4.2,"001, Jl. Sosrowijayan No.69, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Tourist attraction, Amusement park",wisata
SKE CITY PARK,attractions,4.2,"Jl. Jambon, Kragilan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Tourist attraction, Amusement park",wisata
Yogyakarta Royal Palace,attractions,4.7,"59V7+6H7, Panembahan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55131","Tourist attraction, Museum",wisata
Taman Pelangi Jogja,attractions,4.2,"Jl. Ring Road Utara, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284","Tourist attraction, Park, Amusement park",wisata
Pulo Kenanga,attractions,4.6,"59R5+FWW, Jl. Polowijan No.5, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133","Tourist attraction, Historical landmark",wisata
Slasar Malioboro,attractions,4.6,"Jl. Ps. Kembang No.4, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Tourist attraction,wisata
Kampung Wisata Gunungketur (ꦏꦩ꧀ꦥꦸꦁꦮꦶꦱꦠꦒꦸꦤꦸꦁꦏꦺꦠꦸꦂ),attractions,4.9,"Jl. Purwanggan No.74, Gunungketur, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55111",Tourist attraction,wisata
Kampung Wisata Warungboto,attractions,5.0,"Balai, Jl. Umbul Raya, RT.38/RW.09, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",Tourist attraction,wisata
Jogja Walking Tour | Jogja Good Guide,attractions,4.9,"Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Tourist attraction,wisata
Malioboro Yogyakarta Indonesia,attractions,4.8,"6948+W8X, Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Tourist attraction,wisata
Bukit Panguk Kediwung,attractions,4.5,"Kediwung, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783",Tourist attraction,wisata
Bird Park of Gembira Loka Zoo,attractions,4.7,"Jl. Veteran No.51, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165","Tourist attraction, Zoo",wisata
Batik Monument Yogyakarta,attractions,4.5,"59X7+HR5, Jl. KH. Ahmad Dahlan, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Tourist attraction, Monument",wisata
Yogyakarta berwisata,lahan piknik,5.0,"Jl. Nilassari Celeban UH 3/500 RT27 RW 06, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167","Picnic ground, Transportation service",wisata
Hutan Pinus Pengger,attractions,4.5,"Jl. Dlingo-Patuk, Sendangsari, Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","Tourist attraction, National forest",wisata
Kidul Plaza Yogyakarta,attractions,4.7,"Alun-Alun Kidul St, Patehan, Kraton, Yogyakarta City, Special Region of Yogyakarta 55133","City park, Park",wisata
Tarunasura Gate,attractions,4.6,"59W8+GM2, Jl. Ibu Ruswo, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Tourist attraction,wisata
Spot Foto Jalan Malioboro,attractions,4.7,"6958+XCH, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Tourist attraction,wisata
Desa Wisata Sungai Code Jogja Kota,attractions,4.8,"59GG+R7P, Jl. Lowanu, RW.16, Mulyorejo, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Tourist attraction,wisata
Selfie Park Jogja,cafes,4.4,"Jl. Veteran No.150-151, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Tourist attraction, Park, Cafe",wisata
Jembatan Sayidan,attractions,4.6,"59XC+9GJ, Jl. Sultan Agung, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121","Bridge, Tourist attraction",wisata
Jomblang Cave,attractions,4.6,"Jetis, Pacarejo, Semanu, Gunungkidul Regency, Special Region of Yogyakarta 55893",Tourist attraction,wisata
Taman Air Menari,attractions,4.3,"Taman Pintar Yogyakarta, Jl. Panembahan Senopati No.1-3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Park, Playground",wisata
Vredeburg Park,attractions,4.7,"Jl. Margo Mulyo No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Park,wisata
Mangunan Pines Forests,attractions,4.6,"Jl. Hutan Pinus Nganjir, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","Tourist attraction, Park, Recreation center",wisata
Wisata Kalibiru,attractions,4.4,"Jl. Kalibiru, Kalibiru, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653",Tourist attraction,wisata
Stonehenge Yogyakarta,attractions,4.4,"9CXW+2XM, Unnamed Road, Trutan, Kepuharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta 55583",Tourist attraction,wisata
Obelix Hills,attractions,4.6,"Klumprit, Jl. Rakai Panangkaran Blok I & 2, Klumprit II, Wukirharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572","Tourist attraction, Amusement park",wisata
Merapi Park Yogyakarta,attractions,4.3,"Jl. Museum Gn. Merapi No.KM. 22.5, Banteng, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Tourist attraction, Picnic ground, Park",wisata
Rumah Hantu Malioboro,attractions,4.5,"6938+P4W, Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Tourist attraction,wisata
Becici Peak,attractions,4.6,"Gunungcilik, Jl. Margo Mulyo, Gn. Cilik, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","National reserve, Tourist attraction",wisata
Gunung Gamping,attractions,4.4,"58W9+4VM, Jl. Gamping Tengah, Gamping Tengah, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",Tourist attraction,wisata
Air Terjun LEPO Dlingo,attractions,4.2,"Dusun, Jl. Pokoh, Pokoh I, Dlingo, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata
Gunung Mungker,attractions,4.3,"Pencitrejo, Pantirejo, Terong, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata
Blue Lagoon Jogja,attractions,4.3,"Area Sawah, Widodomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584",Tourist attraction,wisata
Sukunan Tourism Village,attractions,4.5,"Sukunan, Banyuraden, Gamping, Sleman Regency, Special Region of Yogyakarta 55293",Tourist attraction,wisata
Kedung Pedut Waterfall,attractions,4.5,"Jl. Kutogiri Gunung Kelir, Kembang, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Tourist attraction,wisata
Gunung Ireng,attractions,4.6,"Jl. Jatimulyo, Ngrancahan, Pengkok, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata
Geoforest Watu Payung Turunan,attractions,4.5,"Turunan, Girisuko, Panggang, Gunungkidul Regency, Special Region of Yogyakarta 55872",Tourist attraction,wisata
Seribu Batu Songgo Langit,attractions,4.6,"Jl. Hutan Pinus Nganjir, Sukorame, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783","Tourist attraction, Park",wisata
Gumuk Pasir Parangkusumo,attractions,4.5,"Jl. Pantai Parangkusumo RT. 1 Grogol 10, Jl. Pantai Parangkusumo No.16, Pantai, Parangtritis, Kec. Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55772",Tourist attraction,wisata
Wisata Kali Gajah Wong Mrican Giwangan,attractions,4.6,"599V+GMV, Mrican, Giwangan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55163","Tourist attraction, Water park",wisata
Ledok Sambi Ecopark,attractions,4.7,"Jl. Sambi No.KM. 19,2, Area Sawah, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Tourist attraction, Paintball center, Restaurant, Park",wisata
Lembah UGM Lake,attractions,4.6,"69JM+976, Karang Gayam, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281","Tourist attraction, Park",wisata
Jurang Tembelan Kanigoro,attractions,4.5,"Jurangtembelan, Kanigoro, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783",Tourist attraction,wisata
The Lost World Castle,attractions,4.3,"Jl. Petung Merapi, Petung, Kepuharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583","Tourist attraction, Park",wisata
Batara Sriten Reservoir,attractions,4.5,"5J8J+XXQ, Sriten, Pilangrejo, Kec. Nglipar, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55852",Tourist attraction,wisata
Tlogo Muncar,attractions,4.4,"Jl. Tlogo Putri, Area Hutan, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582","Tourist attraction, Park",wisata
Anjungan Harimau Sumatera of Gembira Loka Zoo,area rekreasi alam,4.5,"59RV+GWM, Warungboto, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55165",National reserve,wisata
Taman Tino Sidin,museums,4.7,"Jl. Tino Sidin No.297, Kdipiro, Ngestiharjo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Tourist attraction, Art museum",wisata
Desa Wisata Kaki Langit,attractions,4.6,"3C8C+RWM, Cempluk, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata
Taman Gua Sarpa of Gembira Loka Zoo,area rekreasi alam,4.8,"59WW+7WJ, Rejowinangun, Kotagede, Yogyakarta City, Special Region of Yogyakarta 55171",National reserve,wisata
Grojogan Sewu Waterfall,attractions,4.2,"64XP+688, Beteng, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Tourist attraction,wisata
Randusari Falls,attractions,4.3,"Jl. Randusari No.03, Rejosari, Jatimulyo, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata
Air Terjun SIDOBALI,attractions,5.0,"Jl. Sidobali No.384, Muja Muju, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",Tourist attraction,wisata
Luweng Sampang Waterfalls,attractions,4.0,"Jl. Juminahan, Kayen, Sampang, Kec. Gedang Sari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55863",Tourist attraction,wisata
Air Terjun Sidoharjo,attractions,4.5,"Gorolangu, Sidoharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673",Tourist attraction,wisata
Air Terjun Banyu Nibo,attractions,4.3,"Sanggrahan 2, Muntuk, Dlingo, Sanggrahan II, Muntuk, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Tourist attraction,wisata
Air Terjun Kedung Kandang,attractions,4.0,"Gn. Butak, Nglanggeran, Patuk, Gunungkidul Regency, Special Region of Yogyakarta 55862",Tourist attraction,wisata
Seven-Tiered Waterfall,attractions,4.4,"Bangunrejo, Merdikorejo, Tempel, Sleman Regency, Special Region of Yogyakarta 55552",Tourist attraction,wisata
Wisata Air Terjun Sri Gethuk,attractions,4.4,"Jl. Air Terjun Sri Gethuk, Mungguran II, Bleberan, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55816",Tourist attraction,wisata
Air Terjun Kembang Soka,attractions,4.7,"Jl. Raya Kaligesing, Banyunganti, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674","Tourist attraction, Park",wisata
Curug Banyunibo,attractions,4.2,"47JQ+R6R, Kabrokan Kulon, RT./rw:02/RW.00, Kabrokan Wetan, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Tourist attraction,wisata
Air Terjun Selarong,attractions,5.0,"48Q8+9XQ, Kembang Putihan, Guwosari, Pajangan, Bantul Regency, Special Region of Yogyakarta 55751",Tourist attraction,wisata
Grojogan Watu Purbo,attractions,4.5,"Jl. Grojogan Watu Purbo, Bangunrejo, Merdikorejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552",Tourist attraction,wisata
Air Terjun Banyunibo,attractions,4.1,"4GVX+M58, Batur, Putat, Patuk, Kepil, Putat, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata
Grojogan Tuwondo,attractions,3.9,"4CMJ+QVM, Lemah Abang, Banyakan 3, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Tourist attraction,wisata
Gogor Park Falls Patuk Gunungkidul,attractions,4.4,"4FRQ+XGV, Ngasemayu, Salam, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata
Sendang Ayu Bedrock Falls,attractions,4.7,"3GVG+GJR, Banaran V, Banaran, Kec. Playen, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55861",Tourist attraction,wisata
Air Terjun Balong,attractions,3.8,"2CMG+6CV, Unnamed Road, Nogosari, Selopamioro, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782",Tourist attraction,wisata
Curug Pulosari,attractions,3.9,"47QP+JR9, Krebet, Sendangsari, Pajangan, Krebet, Sendangsari, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Tourist attraction,wisata
Wisata Alam Jurug Gedhe꧋ꦮꦠꦸꦥꦪꦸꦁ,attractions,4.1,"5GGP+7J2, Gembyong, Ngoro-oro, Kec. Patuk, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55862",Tourist attraction,wisata
Surupetek cascade Fall,area mendaki,4.7,"4C3P+945, Bojong, Wonolelo, Kec. Pleret, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55791",Hiking area,wisata
Air Terjun Klampok,attractions,4.2,"289X+M9X, Jl. Siluk-Parangtritis, Soko, Seloharjo, Kec. Pundong, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55771",Tourist attraction,wisata
Ancient Volcano Nglanggeran,attractions,4.6,"Nglanggeran Wetan, Nglanggeran, Patuk, Gunungkidul Regency, Special Region of Yogyakarta 55862",Tourist attraction,wisata
Bukit Klangon,attractions,4.6,"Jl. Srunen-Glagaharjo, Kalitengah Lor, Glagaharjo, Kec. Cangkringan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583","Tourist attraction, Campground, Park, Scenic spot",wisata
