name,category,rating,address,subtypes,type,price_estimate
RedDoorz @ Omah Kayu Homestay Yogyakarta,hotels,4.4,"Jl. Ringroad Selatan No.92, Saman, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Hotel,hotel,350000
Pelem Sewu Cottage Syariah,hotels,4.6,"Jl. Parangtritis No.364, Palem Sewu, Panggungharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Hotel,hotel,350000
Roemah Renjana Oasis,pondok,4.6,"Griya Gonjen Asri No.C1, Gonjen, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55181",Lodge,hotel,350000
Mantravana Co-Living,hotels,4.3,"Jl. Perumnas No.1, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
Private Villa - Arimbi Resort,vila,4.2,"Gamplong III, Sumberrahayu, Moyudan, Sleman Regency, Special Region of Yogyakarta 55563",Villa,hotel,350000
The Journey Hotel,hotels,4.4,"Jl. Sorosutan No.2e, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Hotel,hotel,350000
Por Aqui Stay & Dine,hotels,4.5,"Jl. Prawirotaman No.31, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153","Hotel, Restaurant",hotel,350000
Royal Malioboro by Aston,hotels,4.9,"Jl. Ps. Kembang No.29, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Hotel, Event venue, Restaurant, Wedding venue",hotel,350000
Karabineri Villa Jogja Private Pool | Villa di Jogjakarta Private Pool |,attractions,4.9,"sub, Jl. Gito Gati Jl. Flamboyan No.88, Rejodani 1, Tambakrejo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581","Villa, Country house, Guest house, Hotel, Homestay, Tourist attraction",hotel,350000
Roemah Renjana Tirtodipuran,pondok,4.6,"Jalan Tirtodipuran RT/RW 061/017, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Lodge,hotel,350000
Grand Mercure Yogyakarta Adi Sucipto,hotels,4.8,"Jl. Laksda Adisucipto No.80, Demangan Baru, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
Hotel Neo Malioboro,hotels,4.7,"Jl. Ps. Kembang No.21, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271","Hotel, Event venue, Restaurant, Wedding venue",hotel,350000
Hotel Diana Jogja,hotels,4.3,"Tirtodipuran St No.9, Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143",Hotel,hotel,350000
IPIENK HOUSE Beyond Luxury,hotels,4.8,"Jl. Bausasran DN 3 No.719-720, RT.45/RW.11, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211","Hotel, Bed & breakfast, Guest house, Homestay",hotel,350000
PONDOK AUDY,hotels,4.5,"69J5+385, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55242",Resort hotel,hotel,350000
Candi Tirto Raharjo,restaurants,4.8,"Jl. Kasongan No.RT 03, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Restaurant, Diner, Event venue, Wedding venue",hotel,50000
Villa Watusaman Jogja,rumah wisata,4.8,"Jl. Ringroad Selatan, Saman, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188","Homestay, Hotel, Lodge",hotel,350000
Hotel Amarta Malioboro,hotels,3.7,"Jl. Dagen No.12, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel,350000
Hotel Dermaga Keluarga,hotels,4.2,"Jl. R. E. Martadinata No.69, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55252",Hotel,hotel,350000
Hotel Maerakatja Jogjakarta,hotels,4.2,"Jl. R.W. Monginsidi No.22B, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 51233",Hotel,hotel,350000
HOTEL PIKNIK,hotels,4.3,"Jl. Perumnas No.20-28, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
The LaWang Yogya,hotels,4.7,"Jl. Tegal Panggung No.58, RW.001, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Hotel,hotel,350000
HOMESTAY BABEH,hotels,5.0,"Malangjiwan, RT.06/RW.04, Bakung, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Resort hotel,hotel,350000
Sejahtera Resorts,pondok,4.4,"Kaliurang St KM.9,5 No.18, Gondangan, Sardonoharjo, Ngaglik, Sleman Regency, Special Region of Yogyakarta 55581",Lodge,hotel,350000
SARÉ HOTEL YOGYAKARTA,hotels,4.4,"Jl. Gowongan Kidul No.50, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55232",Hotel,hotel,350000
Tropis Homestay,hotels,4.4,"Jl. Prawirotaman No.5a, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Niskala Homestay,hotels,4.6,"KP Tuntungan UH 3 No.1150, RT.040/RW.09, Tahunan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",Resort hotel,hotel,350000
Reeneo,guest house,4.8,"Gg. Batik Gringsing, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Guest house,hotel,200000
CHRISSANT,hotels,4.5,"Jl. Wijaya Kusuma No.317, Kutu Tegal, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Hotel,hotel,350000
Tiga Dua Homestay,hotels,4.6,"Jl. Pangeran Wirosobo No.32, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Hotel,hotel,350000
Remen Room Bed & Breakfast,hotels,4.6,"Jl. Komp. Colombo Indonesia No.35, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
Wood Stone Homestay,hostel,4.6,"Mantrijeron, Yogyakarta City, Special Region of Yogyakarta 55143","Hostel, Guest house",hotel,150000
RedDoorz Syariah @ Lempuyangan,guest house,4.0,"Jl. Lempuyangan Jl. Tunjung Baru No.1, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Guest house,hotel,200000
Tjokro Style Yogyakarta,hotels,4.4,"Jl. Menteri Supeno No.48, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Hotel, Meeting planning service, Restaurant",hotel,350000
1O1 URBAN Heritage Yogyakarta LYNN - Prawirotaman,hotels,4.3,"59F8+RMW, Jl. Jogokaryan No.82, RT.43/RW.11, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143","Hotel, Lodging",hotel,350000
Ndalem Kampung Budget Stay,hotels,4.8,"Mataram St Gemblaan Atas No.1/331, Bausasran, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Capsule hotel,hotel,350000
Urbanview Hotel Grand Surya Yogyakarta,hotels,4.0,"Jl. Suryodiningratan No.42b, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Hotel,hotel,350000
Rumah Kita BnB,homestay,4.6,"Jl. Ngadinegaran, Gg. Cemp. MJ III No.45, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Homestay,hotel,350000
Faire BNB Homestay | Penginapan Murah Jogja | IG @faire_homestay,hotels,4.9,"Jl. DI Panjaitan No.102, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000
SANTE COMMUNE Hostel Yogyakarta,hostel,4.7,"Jl. Nyai Ahmad Dahlan No.17A, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Hostel, Guest house, Hotel",hotel,350000
Hotel O Prawirotaman Near Keraton Yogyakarta Formerly Paris Guesthouse,hotels,4.2,"near prawirotaman yogyakarta, Jl. Parangtritis No.Km, RW.5, Randubelang, Bangunharjo, Kabupaten Bantul, Hotel Murah, Daerah Istimewa Yogyakarta 55188, Randubelang, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55153",Hotel,hotel,350000
Forriz Hotel Yogyakarta,hotels,4.4,"Jl. HOS Cokroaminoto No.60, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",Hotel,hotel,350000
Wakeup Homestay,hostel,4.4,"Jl. Gandekan No.44, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272",Hostel,hotel,150000
Chez Laelik,hotels,2.9,"Jl. Randubelang No.111, Jotawang, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",Hotel,hotel,350000
Nest Hotel,hotels,3.9,"Jl. Laksda Adisucipto No.KM. 5, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Hotel,hotel,350000
The Capsule Malioboro Hotel & Cafe,hotels,4.7,"Sosrowijayan St No.13-14, Sosromenduran, Gedong Tengen, Yogyakarta City, Special Region of Yogyakarta 55271",Hotel,hotel,350000
Kesatriyan Jogja Guest House,guest house,4.9,"Jl. Kesatriyan No.13, RT.40/RW.11, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",Guest house,hotel,200000
OstiC House,hostel,4.7,"Jl. Suryodiningratan No.10B, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Hostel,hotel,150000
PULANG ke UTTARA,akomodasi berlayanan,4.7,"Jl. Kaliurang km 5,5 No. 72, Manggung, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281",Serviced accommodation,hotel,350000
BHUMI Hostel,homestay,4.7,"Jl. Raden Ronggo I No.14, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172","Homestay, Coffee shop, Gym, Hostel",hotel,150000
Villa Kamar Tamu Umbulharjo,villa,5.0,"Jl. Umbul Tirtho, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164",Villa,hotel,350000
Arah Living,hotels,4.8,"Gg. Jemb. Merah No.104C, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",Hotel,hotel,350000
Anjuma Backpacker,hostel,4.9,"Jl. Tegal Lempuyangan No.23, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55211",Hostel,hotel,150000
Aliya Homestay,pondok,4.3,"Jl. Jagung No.21, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",Lodge,hotel,350000
Urbanview Hotel Tan Jokteng Prawirotaman,hotels,4.1,"Jl. Mangkuyudan No.47, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",Hotel,hotel,350000
Pusat Oleh - Oleh Terlengkap,toko suvenir,4.5,"Jl. Ngasem No.8, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",Souvenir store,oleh_oleh,75000
Krisna Oleh-Oleh Nusantara Jogja,gift shop,4.7,"Mataram St No.31, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Gift shop,oleh_oleh,75000
Pusat Oleh-oleh Jogja,unknown,4.7,"Notoprajan, Ngampilan, Yogyakarta City, Special Region of Yogyakarta",unknown,oleh_oleh,75000
Toko Oleh-oleh Khas Jogja BU TINI,toko,4.4,"Mataram St No.194, Suryatmajan, Danurejan, Yogyakarta City, Special Region of Yogyakarta 55213",Store,oleh_oleh,75000
Olah Oleh Raminten,toko suvenir,4.9,"Jl. Letjen Suprapto No.68, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55261",Souvenir store,oleh_oleh,75000
Oleh Oleh Jogja,souvenir store,4.5,"Malioboro Mall, Toko VILLA, Jl. Malioboro No.101, RW.001, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Souvenir store,oleh_oleh,75000
JogjaSouvenir,souvenir store,4.7,"Jl. Pugeran No.24, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141","Souvenir store, Glass merchant, Souvenir manufacturer, Wedding souvenir shop",oleh_oleh,75000
Souvenir Jogja Ira,toko suvenir,4.9,"Rumah No 27 utara masjid Nurul falah, Bedreg, Maguwoharjo, Meguwo, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Gift shop,oleh_oleh,75000
Jogja Pasaraya,toko suvenir,4.8,"Jl. Malioboro No.39, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Souvenir store,oleh_oleh,75000
Grosir Souvenir Jogja,pusat perbelanjaan,5.0,"Jl. KH Djawad Faqih MG III No.857, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Shopping mall,oleh_oleh,75000
Siska Souvenir,market,3.9,"Beringharjo Lantai 1 Jl. Pabringan No.1 Blok C1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Gift shop, Market",oleh_oleh,75000
Queensa Souvenir Jogja,toko suvenir,4.7,"Gg. Rukun No.1145, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162","Gift shop, Chinaware store, Craft store, Gift wrap store, Novelty store",oleh_oleh,75000
Citra Souvenir Jogja,toko,5.0,"Jl. Ronodigdayan No.4, Bausasran, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212","Store, Souvenir store, Wedding souvenir shop",oleh_oleh,75000
Kedai Souvenir Pernikahan Jogja | Pusat Souvenir Pernikahan Yogyakarta,toko suvenir,4.6,"Jl. Imogiri Tim. No.KM. 10 No. 46, Wonokromo I, Wonokromo, Kec. Pleret, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55791","Souvenir store, Wedding souvenir shop",oleh_oleh,75000
SOUVENIR KENANGAN | Pusat Souvenir Yogyakarta,toko suvenir,5.0,"Jl. Abu Bakar No.47A, RT.2/RW.38, Sembego, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282","Souvenir store, Wedding souvenir shop",oleh_oleh,75000
1Souvenir Indonesia,toko suvenir,4.8,"Jurugentong Gedongkuning, Jl. Gatotkaca Jl. Gedongkuning No.409, Pringgolayan, Banguntapan, Bantul Regency, Special Region of Yogyakarta 55198","Gift shop, Handicraft, Souvenir manufacturer, Trophy shop, Wedding souvenir shop",oleh_oleh,75000
Pusat Oleh-Oleh,toko suvenir,4.5,"Jl. Perwakilan No.21, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Souvenir store,oleh_oleh,75000
Jogja Souvenir WK Collection 70674,toko suvenir,5.0,"XT Square Kios Blok C1 No. 75, Jl. Veteran No.150-151, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161","Souvenir store, Fashion accessories store, Jewelry store",oleh_oleh,75000
IMESUGA - Jogja Souvenir,toko suvenir,4.4,"Jl. Taman Siswa, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",Gift shop,oleh_oleh,75000
Anugerah Souvenir,toko suvenir,3.6,"Pusat Grosir Metro Beringharjo, Jl. Pabringan Blok D1 Lantai 1, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Gift shop,oleh_oleh,75000
Jogja-Souvenir,toko suvenir,4.4,"Jalan Mataram, Kios Jambu No.3, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213","Souvenir store, Chamber of handicrafts, Coppersmith, Craft store, Handicraft, Handicraft exporter, Lapidary, Metal working shop, Souvenir manufacturer, Wedding souvenir shop",oleh_oleh,75000
Saka Kreasindo,toko suvenir,5.0,"Jalan Affandi CT X no.22B, Jl. Affandi CT X No.22B, Karang Gayam, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Souvenir store, Commercial printer, Handicraft, Promotional products supplier, Societe de Flocage, Souvenir manufacturer, Wedding souvenir shop",oleh_oleh,75000
Souvenir Murah Jogja,souvenir store,4.0,"Tirto Rt 07, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Souvenir store,oleh_oleh,75000
"Souvenirjogjadotcom - Souvenir Nikah Jogja, Merchandise, Mahar, Hantaran, Undangan",toko suvenir,5.0,"Taman Kuliner Condong Catur, Kios K.7-K8, Jl.Anggajaya 3, Gejayan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Souvenir store, Ceramics wholesaler, Handicraft, Invitation printing service, Lapidary, Wedding souvenir shop",oleh_oleh,75000
Tjokrosuharto Arts & Crafts,toko suvenir,4.6,"Jl. Panembahan No.58, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131","Gift shop, Shopping mall",oleh_oleh,75000
Hiyannur Souvenir Joga,toko suvenir pernikahan,4.9,"Jl. Puri Sewon Asri No.Rt 02, Sawit, Panggungharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188","Wedding souvenir shop, Craft store, Outlet mall, Souvenir manufacturer",oleh_oleh,75000
Hamzah Batik Malioboro,toko,4.6,"Jl. Margo Mulyo No.9, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Store, Antique store, Batik clothing store, Fashion accessories store, Health food store, Souvenir store",oleh_oleh,75000
Omah Souvenir Pernikahan Murah Jogja,jasa pernikahan,4.6,"Jalan Kaliurang Km 5.7, Jl. Pandega Siwi No.11, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281","Wedding service, Craft store, Souvenir manufacturer, Souvenir store, Store, Wedding souvenir shop, Wedding store",oleh_oleh,75000
Souvenir Pernikahan Jogja Murah,wedding souvenir shop,4.9,"Jl. Kasongan No.223, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Wedding souvenir shop,oleh_oleh,75000
Jogja Beesouvenir Wedding Souvenir,toko suvenir,4.3,"Jl. Nogotirto No.7, Karang Wetan, Nogotirto, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55292","Souvenir store, Wedding souvenir shop",oleh_oleh,75000
Alvaro Souvenir,produsen suvenir,4.7,"No. 8 A, Jl. Danurejan Jl. Mas Suharto, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213","Souvenir manufacturer, Acrylic store, Coppersmith, Digital printer, Digital printing service, Embossing service, Foundry, Laser cutting service, Plating service, Promotional products supplier",oleh_oleh,75000
Pusat souvenir Jogja,kerajinan,0.0,"Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta",Handicraft,oleh_oleh,75000
Kedai Digital Pusat (Bikin Merchandise & Souvenir Satuan),toko suvenir,4.7,"Jl. Demangan Baru No.11, Demangan Baru, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",Gift shop,oleh_oleh,75000
Raminten Souvenir,toko suvenir,4.7,"Jl. Margo Mulyo No.9, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Souvenir store,oleh_oleh,75000
Souvenir and ST2 Bags,toko suvenir pernikahan,4.5,"Jl. Ploso Kuning III RT.12/RW.05 No:12 Kel. Minomartani Ngaglik, Ploso Kuning III, Kabupaten, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",Wedding souvenir shop,oleh_oleh,75000
Wedding Souvenirs Wholesaler,grosir,4.3,"Tirto, Bangunjiwo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184",Wholesaler,oleh_oleh,75000
Berkah Souvenir jogja,toko suvenir pernikahan,4.9,"RT.04, Padokan Lor, Tirtonirmolo, Kasihan, Bantul Regency, Special Region of Yogyakarta 55181",Wedding souvenir shop,oleh_oleh,75000
Souvenir Pernikahan,layanan e-niaga,3.0,"Jl. Magelang No.KM.10, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55242","E-commerce service, Souvenir store",oleh_oleh,75000
Jual Souvenir Murah | Pusat Souvenir Yogyakarta (Bisa Custom),kantor perusahaan,5.0,"59CR+2MR, Giwangan, Umbulharjo, Yogyakarta City, Special Region of Yogyakarta 55163",Corporate office,oleh_oleh,75000
Incraft Souvenir,toko suvenir,4.9,"Jl. Menukan No.273, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Souvenir store,oleh_oleh,75000
Pasar Souvenir Jogja,pusat perbelanjaan,5.0,"585M+QVR, Unnamed Road, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Shopping mall,oleh_oleh,75000
Arini Buket & Souvenir | Pusat Bunga & Souvenir Jogja,distributor kertas,5.0,"Gg. Cendrawasih VII No.511A, Wonocatur, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198","Paper distributor, Digital printer, Florist, Souvenir store, Wedding souvenir shop",oleh_oleh,75000
Dewi Lestari Media Bag Furing Jogja,toko,5.0,"Jl. Ki Ageng Pemanahan No.35B, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162","Store, Graphic designer",oleh_oleh,75000
Okashi Pusat Souvenir Jogja,toko suvenir,5.0,"Jl. Cendrawasih No.222, RT.15/RW.27, Karang Bendo, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Souvenir store,oleh_oleh,75000
Duta Souvenir Jogja,toko,0.0,"Jl. Masjid Sulthonain No.493, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Store,oleh_oleh,75000
Pusat Slempang wisuda & Souvenir Yogyakarta (raflesia_store.id),toko suvenir,5.0,"Jl. Ring Road Selatan, Gatak, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Souvenir store,oleh_oleh,75000
Gisha Souvenir Jogja,pusat perbelanjaan,5.0,"Minggiran MJ2/1408, RT.59/RW.16, Suryodiningratan, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55141",Shopping mall,oleh_oleh,75000
Aura Production Pusat,layanan percetakan undangan,4.9,"Jalan Berbah Pelem Lor No.Lor, Pelem, Baturetno, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55197",Invitation printing service,oleh_oleh,75000
Kembar Souvenir,produsen suvenir,4.9,"Jl. Parangtritis No.KM.4, Saman, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55187",Souvenir manufacturer,oleh_oleh,75000
Angga Souvenir(ꦱꦺꦴꦈꦮ꦳ꦺꦤꦶꦂ),pusat perbelanjaan,5.0,"6949+4JX, Jl. Mas Suharto, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",Shopping mall,oleh_oleh,75000
Toko Ciamis,pusat perbelanjaan,4.6,"Jl. Malioboro No.153, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Shopping mall,oleh_oleh,75000
Je Craft,toko suvenir,4.5,"Jl. Ambarbinangun 1, Kalipakis, Tirtonirmolo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Souvenir store,oleh_oleh,75000
Kasongan Souvenir,toko suvenir pernikahan,4.3,"Tirto, RT.05, Tirto, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184","Wedding souvenir shop, Store",oleh_oleh,75000
Pusat Tumbler Jogja,souvenir store,5.0,"Jl. Mojo, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",Souvenir store,oleh_oleh,75000
Vinda Sablon & Souvenir Jogja,produsen suvenir,4.2,"Belakang TK Putra Jaya, Gg. Bintoro, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",Souvenir manufacturer,oleh_oleh,75000
Bu Dawam Souvenir,toko kerajinan tangan,5.0,"Pusat Grosir Metro Beringharjo, Jl. Pabringan No.43-44 B I, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Craft store,oleh_oleh,75000
Almai Souvenir,toko suvenir,4.3,"Pasar Beringharjo, Pusat Grosir Metro, Lt.2 No.076 (samping kuliner), Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",Gift shop,oleh_oleh,75000
Anugrahu Aksesoris & Souvenir Malioboro,souvenir store,5.0,"Jl. Malioboro, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",Souvenir store,oleh_oleh,75000
AB Oleh-oleh Jogja,pusat perbelanjaan,5.0,"Pasar Beringharjo Timur, **Pintu depan toko boneka idola, Lantai Dasar, Blok C, Los 7 Utara, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122","Shopping mall, Clothing store, Clothing wholesaler",oleh_oleh,75000
Ganjar Souvenir,toko trofi,4.7,"Jl. Mas Suharto, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Trophy shop,oleh_oleh,75000
Workshop Souvenirjogjadotcom,toko suvenir,5.0,"Jl. Terung Raya, Gg. Rambutan No. 128 RT. 02 RW. 51, Dusun Terung, Gg. Rambutan, Ceper, Wedomartani, Ngemplak, Sleman Regency, Special Region of Yogyakarta 55584",Souvenir store,oleh_oleh,75000
Adip Souvenir ꦄꦣꦶꦥ꧀ꦱꦺꦴꦈꦮ꦳ꦺꦤꦶꦂ,toko suvenir,5.0,"Jl. Mas Suharto No.12, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",Souvenir store,oleh_oleh,75000
Mali Indonesia - Pabrik Souvenir Jogja,produsen suvenir,5.0,"Jl. Tegalturi No.2, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55162",Souvenir manufacturer,oleh_oleh,75000
